""TranscriptID" "ctrl1_sorted" "ctrl2_sorted" "ctrl3_sorted" "de1_sorted" "de2_sorted" "de3_sorted"
"ENST00000638711.1" 20 14 5.18519 2 14 10.76923
"ENST00000638749.2" 0 2.18182 0 6 2 0
"ENST00000638799.1" 2 0 0 1 0 0
"ENST00000638800.1" 0 3.34272 3.92699 0 0 8.44815
"ENST00000638807.2" 0 0 4 1 0 0
"ENST00000638817.1" 3.6 1.09769 1.16667 23 25.47786 18.35105
"ENST00000638827.1" 0 0 2.281 3 4 1.08609
"ENST00000638838.1" 0 5.5839 0 6.76297 0 0
"ENST00000638862.2" 3 0 3 2 5 1
"ENST00000638892.1" 0 3.8604 0.81299 0 0.79024 0
"ENST00000638914.3" 0 6 0 0 2 16.4345
"ENST00000638919.1" 2 0 0 2 4 0
"ENST00000638947.2" 0 4.62525 0 4 1.2306 0
"ENST00000638948.1" 0 0 1 0 2 0
"ENST00000638952.1" 7.52804 0 6.87368 4.50635 3.35115 2.9858
"ENST00000638988.1" 0 4 0 0 0 0
"ENST00000639047.1" 1 0 0 0 1 1
"ENST00000639072.2" 0 1.5 1.33085 1.5 1 0.5
"ENST00000639111.2" 9 9 7 10 10.12678 5
"ENST00000639145.1" 0 0 0 34.03835 0 17.49729
"ENST00000639146.1" 0 0 1.26555 0 2.48864 1.15574
"ENST00000639153.2" 8 18 20.74074 1 3 1
"ENST00000639161.2" 13 5 3 6 12 4
"ENST00000639169.1" 2.22221 0 0 0 1.04726 0
"ENST00000639185.1" 0 6.47338 3 9.45987 1 0
"ENST00000639196.1" 0 2 2 4 13 2
"ENST00000639213.2" 0 0 0 0 0 3
"ENST00000639248.1" 4.13182 1.7782 3.71885 1.67709 4.49971 0
"ENST00000639345.1" 9 7 3 10 5 1
"ENST00000639363.1" 2 4 3 13 7 1
"ENST00000639375.1" 0 6 6.24358 0 0 0
"ENST00000639401.1" 13 7 37 22 13 14
"ENST00000639456.1" 25 6 10.2 3.33333 13.74812 32
"ENST00000639477.1" 0 2.33906 0 2.10723 2.06149 0
"ENST00000639496.1" 0 0 0 0 0 0
"ENST00000639499.1" 7.71433 3.11324 5.02222 22.19814 9.212 14.15762
"ENST00000639539.1" 21 0.5 25.40805 0.04823 26 12
"ENST00000639589.1" 3.5 14 0 0 0 1.94283
"ENST00000639594.1" 0 0 6.8 0 0 0
"ENST00000639617.1" 4.65169 8.88583 2 1.43309 4.65025 2.99438
"ENST00000639628.2" 42.98618 14.67795 19.34012 28.0658 53.45569 22.96852
"ENST00000639629.2" 0 1 0 0 0 1
"ENST00000639662.2" 25 16 14 17 23 15
"ENST00000639702.1" 9.78578 0 0 0 0 3.00195
"ENST00000639715.1" 25.50466 0 0 23.77552 56.13047 49.09288
"ENST00000639722.1" 1 5 0 1 0 3
"ENST00000639725.1" 10 32 15 38 15 50
"ENST00000639739.2" 37.09616 25.14292 9.37002 18.78891 5.65593 10.69232
"ENST00000639743.1" 3.76488 2.23514 0.68766 0 0 2.41667
"ENST00000639752.1" 0 0 0 0 1 0
"ENST00000639766.1" 0 2 1 1 0 0
"ENST00000639799.1" 1.5 0 0 1 0 0
"ENST00000639812.1" 54.42692 50.65728 52.07301 20.36205 46 18.29933
"ENST00000639828.2" 21.49043 20 26.95912 15.95776 25.98038 9.3516
"ENST00000639867.1" 14.15824 6.77909 4.91033 10.30789 8.84811 4.33118
"ENST00000639877.1" 0 0 0 0 0 0
"ENST00000639893.2" 2 0 1 0 2.66667 1.25
"ENST00000639899.1" 66 0 0 0 0 0
"ENST00000639900.1" 0 0 0 0 0 0
"ENST00000639913.1" 1.9547 3.13043 0 2 3.4261 2.2
"ENST00000639955.1" 7.6357 0 0 6.29631 4.84704 1.27715
"ENST00000640006.2" 4 1 3 2 1 3
"ENST00000640019.3" 14 5 1 0 13 3
"ENST00000640051.2" 23.71534 10.11672 13.37401 18.35109 24.10903 17
"ENST00000640069.1" 0 9.42243 7.91558 0 0 7.69806
"ENST00000640078.1" 0 0 2 0 1 0
"ENST00000640135.1" 0 0 1.35336 0 0 0
"ENST00000640218.2" 17.02291 27.83214 8.85878 15.93493 19.71326 14.36577
"ENST00000640233.1" 1 2.5 0 7.2 10 0
"ENST00000640237.2" 0 3 0 0 0 0
"ENST00000640245.1" 19.83333 6.875 15 5.83333 14.85714 3
"ENST00000640252.2" 0.5 4.5 14 6 2 1
"ENST00000640254.2" 0 0 0 0 0 1.69578
"ENST00000640258.1" 1 6.66667 1 1.5 6.5 9
"ENST00000640275.1" 8 0 2 0 1 1
"ENST00000640296.2" 0 0 1.00568 1 0 0
"ENST00000640327.1" 4.29953 2 3 0 6 2
"ENST00000640346.1" 1 8 2 3 3 0
"ENST00000640355.1" 0 0 0 2 4 0
"ENST00000640358.1" 3 0 0 1.07273 3.36631 0
"ENST00000640368.2" 1 0 1.59022 2 0 0
"ENST00000640370.1" 1 1 0 0 1 0
"ENST00000640381.1" 2.2 1.2 3.85714 0 1 0
"ENST00000640385.1" 5.50957 0 5.04088 5.04224 5.01962 8.6484
"ENST00000640390.1" 0 0 0 0 0 0
"ENST00000640406.1" 11 2.74352 4.51553 4.32969 3.05669 5.48246
"ENST00000640408.1" 0 1.67547 6 2 4.2722 1.171
"ENST00000640418.1" 0 0 0 1.16471 0 0
"ENST00000640437.1" 2 0 0 0 0 3
"ENST00000640486.1" 1.16667 4.125 0 1.16667 1.14286 0
"ENST00000640608.1" 10.96193 3.8604 0.81299 0 0.79024 0
"ENST00000640621.1" 1 1.12098 0 0 1.04825 1
"ENST00000640631.2" 0 4.63706 0 0 0 0
"ENST00000640664.2" 0 0 0 0 0 0
"ENST00000640694.1" 1 13 2 15 9 13
"ENST00000640709.1" 0 0.13866 3 0 1 1
"ENST00000640712.1" 0 0 0.68766 3.49412 0 9.66669
"ENST00000640765.1" 0 3 1 5 0 0
"ENST00000640769.2" 2 3.32453 0 0 11.7278 5.829
"ENST00000640791.1" 1 1 6 0 3 0
"ENST00000640821.3" 2 0 2 0 0 0
"ENST00000640838.1" 1 1 1 0 0 2
"ENST00000640868.1" 4 0 1 0 0 0
"ENST00000640876.1" 0.5 4.5 0 0 2 1
"ENST00000640888.2" 8.8 4.8 5.14286 13 13 6
"ENST00000640955.1" 2.8 1.33333 1.96913 7.96157 6.5 1.29139
"ENST00000640961.2" 5 1 5 14 1 6
"ENST00000640986.1" 11.03396 9.50977 13.594 26.76835 37.65325 42.42271
"ENST00000641002.1" 3 1 4 0 0 0
"ENST00000641007.1" 0 0 0 2 0 0
"ENST00000641008.1" 0 0 1 0 0 0
"ENST00000641022.1" 2 2 1 1 2 0
"ENST00000641023.2" 67.55854 60.05375 39.79265 75.1477 89.71255 74.14587
"ENST00000641045.1" 2 1 2 3 0 1
"ENST00000641064.1" 2 3.5 0.5 1 0.85482 0.5
"ENST00000641088.1" 0 0 0 1 0 0
"ENST00000641099.1" 0 0 0 2 0 0
"ENST00000641102.1" 0 1.1 0 0 2 0
"ENST00000641117.1" 13 9 36 10 5 3
"ENST00000641144.1" 0 7 2 4 0 1
"ENST00000641198.1" 0 0 6.38771 0 1.32237 0
"ENST00000641206.2" 19 6 11.93166 5.81383 3 4.33333
"ENST00000641213.1" 0 0 0 0 0 3.56362
"ENST00000641259.1" 0 1.16772 0 4.99691 1.38606 0
"ENST00000641271.1" 0 1 0 4 0 0
"ENST00000641308.1" 4 1 0 1 1 0
"ENST00000641320.1" 0 3 0 0 1 0
"ENST00000641323.1" 0 6.75 0 0 3.83333 14
"ENST00000641325.1" 0 1 0 0 0 0
"ENST00000641335.1" 12 13 43 3 17 12
"ENST00000641354.1" 6 1 3 0 0 0
"ENST00000641383.1" 2 1 0 0 1 0
"ENST00000641389.3" 3.5 0 1 0.5 1 3
"ENST00000641390.1" 19.54545 9.81818 16.5 7.09091 22.36364 3.77778
"ENST00000641433.1" 5 25 5 5.83333 15 13.125
"ENST00000641436.1" 0 0 2 1 5 0.5
"ENST00000641458.2" 2 2 1 0 1 0
"ENST00000641471.1" 0 1.95568 1.64688 0 3.86667 6.91667
"ENST00000641476.1" 0 1.05118 0 0 0 0
"ENST00000641541.1" 0.5 0 0 0.5 0.5 0
"ENST00000641573.1" 0 0 0 5.13048 5.08203 0
"ENST00000641593.1" 0.5 0 0 0.5 0.5 0
"ENST00000641596.1" 5 2 0 2 1 0
"ENST00000641597.1" 4.65639 8.57159 0 2.52226 8.6563 5.39017
"ENST00000641605.1" 0.68447 2 0 3.5 0.5 0
"ENST00000641618.1" 0 0 7 1 0 1
"ENST00000641626.1" 47 31 21 16 35 39
"ENST00000641650.1" 0 0 2 0 0 0
"ENST00000641654.1" 0 2 0 0 0.5 0
"ENST00000641670.1" 2 1 2 7 0 3
"ENST00000641673.1" 11 2 8 1 0 5
"ENST00000641686.2" 8 0 6 2 2 5
"ENST00000641708.1" 3.8916 0 0 2 1.03331 0
"ENST00000641729.1" 7 8 0 2 2 0
"ENST00000641730.1" 0 5 0 0 5 2
"ENST00000641732.2" 0 2 0 2 0 0
"ENST00000641784.1" 23.45455 8.18182 27.5 18.90909 18.63636 13.22222
"ENST00000641807.2" 2 2 6 0 8 0
"ENST00000641815.1" 0 2 0 0 1.66667 1.4375
"ENST00000641819.1" 0 0 0 0 0 1
"ENST00000641833.1" 2 3.5 0.5 1 1.14518 0.5
"ENST00000641834.2" 21.04123 3.08938 14.18167 17.78058 9.47001 12.5242
"ENST00000641839.1" 0 2 0 7 1 1
"ENST00000641840.1" 0 3 5 3 5 0
"ENST00000641850.1" 0 0 0 0.5 0 1
"ENST00000641863.3" 0 13.5 0 0 9.91012 9.5
"ENST00000641895.1" 0 4 0 0 0 0
"ENST00000641936.1" 3.21865 0 6.67131 2 4 3
"ENST00000641955.1" 1 1 0 0 0 0
"ENST00000641966.1" 1 1 0 1 2 0
"ENST00000641998.1" 0 0 0 0.5 0 1
"ENST00000642017.2" 20 20.25 13 20 19.16667 14
"ENST00000642025.1" 0 5.18182 3.6 3.69231 5.21739 9.5
"ENST00000642030.1" 0 0 4 1 0 1
"ENST00000642040.1" 0 0 0 1.41526 0 0
"ENST00000642044.1" 0 1.34858 0 1.37195 0 1.4554
"ENST00000642050.2" 75 48.04432 32.35312 14 54.13333 76.08333
"ENST00000642067.1" 0 0 0 0 1 0
"ENST00000642071.3" 1.86236 6 2 2.57885 2 1.20204
"ENST00000642083.1" 1 2 0 5 5 1
"ENST00000642087.2" 1 1 17 1 6 1
"ENST00000642095.2" 15 0 1 3 9 14
"ENST00000642131.1" 3 0 0 4 0 0
"ENST00000642136.1" 0 0 0 0 0 0
"ENST00000642156.2" 1 0 0 0 0 0
"ENST00000642157.1" 7 1.01442 0 2 0 2.04743
"ENST00000642161.1" 9.96121 22.15789 20.54758 50.3089 37.3365 51.50622
"ENST00000642162.1" 0 1.33663 1 1.60533 2 0.66667
"ENST00000642195.1" 4.14475 2.64406 11.41675 8.20549 6.77704 0
"ENST00000642200.1" 0 0 0 5.31587 8.36944 0
"ENST00000642209.1" 0 0 2 0 2 1
"ENST00000642217.1" 4 8 9 4 9 11
"ENST00000642221.1" 0 0 1.73428 0 2.26733 0
"ENST00000642236.1" 0 0 11 3.5 4 0
"ENST00000642238.2" 16.97746 11.54624 12.38731 11.90673 17.76612 4.60847
"ENST00000642261.2" 0 0 3.99911 9.31022 0 14.94014
"ENST00000642272.1" 0 0 7 3.14775 0 0
"ENST00000642298.1" 1 0 3 0 0 1
"ENST00000642316.2" 5.72854 6.62758 6.98236 11.19301 0 6
"ENST00000642319.1" 14.51316 4 6.35041 7.60477 8.26528 0
"ENST00000642330.1" 1 1 3 0 0 0
"ENST00000642336.1" 3 0 6 35.84706 9.28674 4
"ENST00000642352.1" 4.92598 0 0 0 0 0
"ENST00000642356.2" 4 0 8 0 1.5 3
"ENST00000642359.1" 0 0 0 0.32005 4.06992 0
"ENST00000642363.1" 0 0 0 0 1.97618 1.71398
"ENST00000642384.2" 3.27566 4.62073 4.46701 4 0 9.64839
"ENST00000642385.2" 34.2 30 7 26 16 0
"ENST00000642395.2" 1.33333 0 0 3 0.5 1
"ENST00000642402.1" 0 3 0 0 0 2
"ENST00000642412.2" 1.44018 1.46662 3.40258 0 4.28039 3.41165
"ENST00000642417.1" 0 0 0 1 0 0
"ENST00000642451.1" 5 1.00952 5.05852 2 2.01842 3.03365
"ENST00000642461.1" 6.25249 17.20621 0 2.59065 2.79596 0
"ENST00000642462.1" 2.66667 9 0 3 0 2.5
"ENST00000642475.1" 0 4.20329 4.67799 7.02455 3.17125 4.62091
"ENST00000642480.2" 0 0 0 0 0 0
"ENST00000642498.1" 2.62958 0 0 0 2.92775 0
"ENST00000642525.1" 1.5 4.5 0 2 2 0
"ENST00000642555.1" 59.0281 66.27278 31.79324 69.36978 87.4209 98.94619
"ENST00000642557.4" 0 5 7 2.6 0 11.25
"ENST00000642565.1" 1 2 3 3 0 8
"ENST00000642601.1" 0 1 0 1 3 0
"ENST00000642603.2" 0 0 0 0 0 1
"ENST00000642610.2" 7 29 23 5 6 2
"ENST00000642611.2" 6.81825 2 4 5 2 4
"ENST00000642620.1" 10 1.66667 11.81818 12.75 7 11
"ENST00000642625.1" 0 0 2.27179 0 2.42857 0
"ENST00000642633.1" 1 3 4 3 0 0
"ENST00000642653.1" 0 0.9901 0 0 3.05811 0
"ENST00000642680.2" 0 0 8.66667 3 0 1
"ENST00000642681.2" 3 10 1 0 2 1
"ENST00000642696.1" 0 0 0.5 0 2 0
"ENST00000642700.2" 0 1 1.14191 0 0 0
"ENST00000642720.2" 1.5 1.5 1 6 2 7
"ENST00000642726.1" 0 0 2.16797 0 12.96069 0
"ENST00000642732.1" 0 1.18067 0 2.55809 2.81531 1.33181
"ENST00000642745.1" 0 2 2.22268 0 3.61168 1.10454
"ENST00000642767.1" 0 3 3 0 3 14
"ENST00000642769.1" 0 0 1.33216 1.33223 1.45472 0
"ENST00000642782.1" 5 0 10.48547 0 2.42857 0
"ENST00000642816.3" 161.84551 177.58139 223.88484 182.57697 203.99851 290.11775
"ENST00000642822.1" 0 7 1.75537 4.5 0 4
"ENST00000642825.1" 11.66667 10.5 29 14.66667 32.5 20
"ENST00000642834.1" 6 1 4 6 13 1
"ENST00000642851.1" 0 0 0 0 3.04063 0
"ENST00000642888.2" 0 0 1 5.55556 0 1.22222
"ENST00000642889.1" 0 0 0 0 0 0
"ENST00000642900.1" 29.32727 17 20 35.91428 51.97915 34
"ENST00000642908.1" 510.96682 564.93377 555.92423 416 383.9587 651.466
"ENST00000642919.2" 0 0 1.98587 0 13.09789 2.54713
"ENST00000642928.2" 1e-05 1e-05 58.24059 51.3123 178.46374 1e-05
"ENST00000642937.2" 9.72644 16.80189 15.13639 0 0 35.35733
"ENST00000642943.1" 0 0 0 5 0 0
"ENST00000642946.1" 1 1 0 0 0 2
"ENST00000642949.1" 1.10058 4.5 0 3.01015 0 0
"ENST00000642961.1" 56.86207 17.90827 6.38325 18.50399 25.5242 29.45032
"ENST00000643006.1" 0 0 4.57143 4.33333 0 0
"ENST00000643023.1" 10.53985 19.24912 6.40614 16.61538 7.30845 9.07637
"ENST00000643029.1" 17.55421 15 14.54742 17.74693 32.5 22.01881
"ENST00000643031.1" 4.68904 3.90028 1.87257 6.54298 5.38959 7.7538
"ENST00000643057.1" 3.53438 1.74405 0 0 7.2477 0
"ENST00000643088.1" 0 3.5352 1.83571 0 0 7.834
"ENST00000643089.1" 0 0 2 0 0.5 0
"ENST00000643098.1" 1.25919 6.77318 17.01882 27.29126 25.1758 2.98484
"ENST00000643116.3" 73.90476 27.75 23.33333 11.11111 20 11.6
"ENST00000643132.2" 1 2 0 4 2 1
"ENST00000643144.2" 17 14 5 8 17 32
"ENST00000643174.1" 20.87431 16.93186 13.68313 0 8.01854 19.48415
"ENST00000643224.2" 0 0 0 0 4 0
"ENST00000643230.2" 2 0 1 4 0 2
"ENST00000643231.1" 20 32.62622 11 24.74542 24.57937 19.0293
"ENST00000643237.3" 9 8 6 9 7 3.49848
"ENST00000643241.1" 0 0 0 0 0 0
"ENST00000643244.1" 0 0 0 0 0 0
"ENST00000643255.1" 2 3 2 0 5 4
"ENST00000643257.2" 14.8034 0 3.7618 1.94311 0 0
"ENST00000643258.1" 1 4 1 5 0 2
"ENST00000643273.2" 17.57134 3 7.558 4.96528 5.46259 7
"ENST00000643276.1" 4.8 0 0 0 1.08333 4
"ENST00000643314.1" 0 1.92576 0 0 0 0
"ENST00000643338.1" 7.02168 5 7.27371 2.25307 6.5 6.29109
"ENST00000643348.1" 0 0 0 0 0 0
"ENST00000643352.1" 0 0 0 0 1 0
"ENST00000643371.1" 0 4.16667 3.33333 2 18 3.25
"ENST00000643377.1" 1.8187 3.05396 4.36173 0 3.78731 0
"ENST00000643391.1" 0 0 2 1 1 0
"ENST00000643396.1" 14 0 3 15 9 0
"ENST00000643448.1" 2 0 0 2 0 0
"ENST00000643454.1" 0 0 0 7.00053 0 2.13884
"ENST00000643457.1" 10.56206 9 5 6.66667 0 2
"ENST00000643460.2" 2 0 1 0 0 0
"ENST00000643461.1" 5 7 5 3 8.54584 2.5016
"ENST00000643469.1" 4 3.25 0 0 1.25 2.5
"ENST00000643479.1" 0 3.96689 0 11.27708 25.05791 4.27489
"ENST00000643483.2" 2 1 2 0.5 7 13.6
"ENST00000643485.1" 2.24031 1.59386 8.49734 85.31203 21.17355 57.90235
"ENST00000643494.1" 0 4.87388 1.53753 0 0 1.74667
"ENST00000643504.2" 0 0 0 0 0 0
"ENST00000643505.1" 1.33333 0 0 3 2 1
"ENST00000643508.2" 27.7273 17.55044 31.19817 10.92731 13.07849 23.03371
"ENST00000643519.1" 0 3.98983 4.31873 0 0 0
"ENST00000643536.1" 1 5 5 0 0 1
"ENST00000643561.1" 0 3.48232 0 0 3.4382 0
"ENST00000643562.1" 0 2 0 0 0 2
"ENST00000643579.2" 100.0581 110.01377 44.66664 36.61926 31.92078 10.41373
"ENST00000643581.2" 0.33333 0.66667 1.66667 1 0 2.66667
"ENST00000643582.1" 0 0 5 1 0.74391 0
"ENST00000643596.1" 29.45418 47.78552 43.18836 8.06551 11.38096 22.55328
"ENST00000643606.3" 0 1 0 1 2 2
"ENST00000643607.3" 1 2 0 0 1 3
"ENST00000643616.1" 1 0 0 0 0 4
"ENST00000643617.1" 2.49758 0 1.35798 1.80561 0 0
"ENST00000643631.2" 0 0 1 0 0 0
"ENST00000643663.2" 0 2 3.66667 6 8 3.2
"ENST00000643665.1" 1.66667 1.66667 4.33333 0 0 2
"ENST00000643669.2" 0 2.89512 0 1.73105 0 4.37228
"ENST00000643721.2" 1.79471 0 0 0 0 10.7011
"ENST00000643754.2" 2105.8993 2133.18636 1775.40238 834.16793 1254.68606 1172.67146
"ENST00000643776.1" 18.60253 7.59007 7.27374 14.19614 6.16008 12.26562
"ENST00000643777.4" 1243.41311 1119.22025 822.17378 1928.99384 2667.94472 1769.2221
"ENST00000643779.1" 0 0 3.311 0 0 0
"ENST00000643783.1" 2.33333 0 0 2.25 0 0
"ENST00000643792.1" 0 0 0 1.66667 0 0
"ENST00000643794.1" 13.67227 7.31425 3.04477 25.77892 21.40675 11.78452
"ENST00000643807.1" 4 0 3 2 0 2
"ENST00000643839.1" 4.70387 3.6426 0 1.42065 0.5 2.36682
"ENST00000643842.1" 2 0 3 4 2 5
"ENST00000643860.1" 0 0 0 2.66667 0 0
"ENST00000643866.1" 2.5 0 1 5.83333 2 1.11111
"ENST00000643871.1" 0 0 9.40978 0 2 5.5655
"ENST00000643913.1" 3.22642 0 3.92652 4.35875 0 1.03902
"ENST00000643927.1" 80 28 69 67 44 115
"ENST00000643929.1" 1.05055 2.29925 0 1.22335 0 0
"ENST00000643932.2" 34 10.90909 12.69231 17.89585 8 2
"ENST00000643944.2" 16.60304 7.91101 2.57129 9.83847 0 0
"ENST00000643946.1" 0 5.04333 1.83571 3.54803 2.85361 0
"ENST00000643968.1" 3 0 2 1 2.1188 0
"ENST00000643970.2" 0 9.2592 1.98587 0 0 0
"ENST00000644024.2" 2 1 1 1 1 3
"ENST00000644027.1" 21.10648 11.82849 2.90106 14.16677 9.15304 20.24421
"ENST00000644028.1" 0 2.5 0 0 0.5 0.5
"ENST00000644032.2" 2 6 3 6 0.5 3
"ENST00000644036.2" 45.20455 40 47.7 11 25.875 35
"ENST00000644067.1" 0 10.47646 0 10.14931 14.64344 0
"ENST00000644068.1" 0.2 0 1.25 0 3.98411 2
"ENST00000644072.2" 0.5 12.25 18 12 30 6
"ENST00000644076.2" 0 6.23447 12.18313 0 6.75556 11.18417
"ENST00000644078.1" 6.12137 5.09967 9.19801 4 6 1.01621
"ENST00000644112.2" 5.625 6.5 3.4 0 0 3.2
"ENST00000644120.1" 0 0 0 14.79046 0 0
"ENST00000644144.2" 161 214 186 175 235 155
"ENST00000644155.1" 0 1.95645 11.61447 3.32803 2 5.56159
"ENST00000644174.2" 5 3 0 0 4 0
"ENST00000644178.1" 15.7058 18.91495 39.65867 23.23011 22.70046 27.79015
"ENST00000644185.1" 25.14512 9.10687 31.34453 38.27061 14.16746 18.12587
"ENST00000644198.1" 2.02014 1.03105 0 7 8.24636 6
"ENST00000644200.2" 1 1.5 0.5 1 0 0.5
"ENST00000644203.1" 10 24 21.42857 2 17.6 26.11765
"ENST00000644221.1" 0 2 1.01495 1.18051 0 0
"ENST00000644224.2" 3 0 0 4 3 1
"ENST00000644225.1" 7.48139 2.92596 1.81 5.16194 3.32937 3.10888
"ENST00000644227.1" 0 0 0 0 0 1.4429
"ENST00000644252.3" 7 3.24238 27.24085 6 3.85121 3
"ENST00000644266.2" 11.66667 9 15 10 13.53846 18.75
"ENST00000644325.1" 4.01376 5.61862 8.54812 4.04445 2.31706 8.61116
"ENST00000644347.1" 0 2 0 0 3 0
"ENST00000644354.1" 1 0.5 0 2 3 3
"ENST00000644357.2" 3.78308 0 1.7256 3.30366 0 0
"ENST00000644362.1" 0 0 1.19565 0 0 0
"ENST00000644371.2" 9 19 12 6 20 11
"ENST00000644374.1" 6.41345 6 5.5 11 13.15181 19
"ENST00000644393.1" 107.17991 49.39675 82.91847 36.98422 40.3283 53.00748
"ENST00000644428.1" 13.52241 2.64294 0 83.77523 66.41453 47.65388
"ENST00000644474.1" 0 2 4.13514 12.11678 3.51002 0
"ENST00000644480.2" 22 4 7 9 6 7
"ENST00000644483.1" 7.27273 3.2 1.75 10.5 10 0
"ENST00000644486.2" 10.33333 10.08428 17 0 5.40915 7
"ENST00000644495.1" 27.80946 24.35563 18.64051 6.18589 6.68203 13.91719
"ENST00000644509.1" 1.96095 0 0 0 0.77734 0
"ENST00000644510.2" 2.49396 4.6615 3.97174 2 0 2.54713
"ENST00000644517.1" 0 1 0 2 0 1.08333
"ENST00000644526.2" 0 3.65528 7.07066 0 0 2.55882
"ENST00000644531.1" 3 1 1 1.03944 0 0
"ENST00000644544.2" 0 1 0 0 0 0
"ENST00000644562.1" 0 0 1 2 0 0
"ENST00000644577.1" 2.09901 4.27035 1.03459 0 2.06992 2.11108
"ENST00000644580.2" 0 0 0 4 3 1
"ENST00000644593.1" 0 2.28992 1.12709 1.11293 5.13718 0
"ENST00000644631.4" 17.5 41.90476 21.95455 29 25.84 29
"ENST00000644635.1" 0.5 1.5 9 1.5 5 5.9995
"ENST00000644646.2" 11 13 3.65193 6 0 7.5
"ENST00000644695.1" 0 0 2.5645 5.04457 3 0
"ENST00000644700.1" 0 8.23928 0 6.20798 0 8.213
"ENST00000644701.1" 9.71267 12.80703 5.05072 32.40534 37.70406 13.19548
"ENST00000644715.2" 26 17 10.90909 13.67392 15 0
"ENST00000644737.1" 17.15811 0 10.83983 4.89524 3.45151 6.41091
"ENST00000644743.1" 2.85714 1 10.90909 4.66667 2.66667 3
"ENST00000644744.1" 0 7 10 21 25 8
"ENST00000644753.1" 0 0 6 3.2 4.66667 3.82618
"ENST00000644769.1" 0 3.4 4.5 2.2 0 3.25
"ENST00000644773.3" 18.05315 20.03684 46.09894 8.35207 15.35105 36.75579
"ENST00000644794.1" 0 0 1.09127 0 0 0
"ENST00000644802.2" 7.33333 7.5 21 3.2 0 2.66667
"ENST00000644807.2" 7.52922 30.38682 11.34898 20.13799 19.94062 6.2
"ENST00000644816.1" 1.5 11.23089 11.89227 40.36003 19.85909 20.50036
"ENST00000644861.2" 2 3.43537 10 0.94322 14.23987 10.23441
"ENST00000644866.2" 20 22 19.5 22 23.5 13.5
"ENST00000644874.2" 15 14 26 13 19 8
"ENST00000644876.2" 27.31987 2.94722 10.69661 24.49583 4.42041 3.80098
"ENST00000644882.1" 3.70228 0 2.04161 2.53108 7.10887 3.95532
"ENST00000644883.1" 4.36479 0 5.78301 0 0 2.68438
"ENST00000644890.1" 0.18926 0 7.21083 4.25143 1.41525 0
"ENST00000644903.1" 12 9 3 2 3.97466 2
"ENST00000644917.1" 0 0 0 0 0 0
"ENST00000644923.2" 13 20 14.73333 7.57096 12.75 3.32416
"ENST00000644930.1" 0 4.88367 6.74691 1.67858 4.84014 3.55352
"ENST00000644935.1" 25 19.41176 24 23.34415 17.67206 30.74281
"ENST00000644939.1" 0 14 5 0.5 0 0.5
"ENST00000644958.1" 0 0.78345 0 0 0 0
"ENST00000644969.2" 6.64608 8.23968 28 4.53089 4 8
"ENST00000644971.2" 9.35754 4.95216 1.73845 5.20074 7.50606 7
"ENST00000644974.2" 3 1.85714 2.66667 0.5 6 4
"ENST00000644978.2" 1 0 0 0.5 0 1
"ENST00000644980.1" 3 0 2 2 2 0
"ENST00000644989.1" 0 0 0 0 1.66667 1
"ENST00000644991.3" 0 1 0 0 3 0
"ENST00000644993.1" 5 2 2 0 3 0
"ENST00000645002.1" 10.92045 16.97497 3.41788 18.30211 11.04463 11.08576
"ENST00000645007.1" 0 0 0 0 0 1.6901
"ENST00000645010.1" 3.17365 0 14.08684 10.54532 5.2803 3.89752
"ENST00000645022.1" 44.01687 22.09467 32.13236 44 1 24.32441
"ENST00000645033.1" 48.4516 27.94488 37.45488 40.77061 34.29771 34.04725
"ENST00000645080.1" 0 0.78345 0 0 0 0
"ENST00000645119.1" 6.01671 2.01342 3.02207 0 10.11564 7.06317
"ENST00000645141.1" 7.25696 17.18637 8.19541 5.47033 8.13245 2.66667
"ENST00000645180.1" 1 1.47781 3 4 0 0
"ENST00000645188.1" 2.41556 8.02353 10.29007 13.02584 6.20243 3.43124
"ENST00000645190.1" 4 4.66667 6.75 13 3 4.8
"ENST00000645212.1" 24.98033 22.06845 16.52629 25.67992 17.72863 15.35446
"ENST00000645214.2" 20 19 16.74843 16 21 55
"ENST00000645220.1" 7 6 7.33333 5 10 3
"ENST00000645237.2" 2 3 3 4 2 0
"ENST00000645287.2" 0 0 1.5 0 0 0
"ENST00000645296.1" 4.66667 0 7.02146 2.25 0 0
"ENST00000645300.1" 0 2.08473 0 3.19806 1.05615 1.06666
"ENST00000645319.2" 15.76008 38.98419 18.84823 18.0178 2.08717 21.46219
"ENST00000645331.1" 0 8.70849 8.45427 3.04458 0 31.53164
"ENST00000645338.1" 0 0 0 3.6639 0 4.0936
"ENST00000645342.1" 5.12705 14.53998 0 0 0 1.52585
"ENST00000645353.2" 2 3.19661 0 1 2 0
"ENST00000645391.1" 36.31495 51.60991 46.86807 0 0 0
"ENST00000645392.1" 11.338 4.78414 7.30331 10.79942 4.332 2.38966
"ENST00000645406.1" 0 1 0.77545 6 3 1
"ENST00000645426.1" 0 0 0 0 2.68704 1.51585
"ENST00000645429.1" 6.66667 6.66667 0 0 0 0
"ENST00000645439.1" 4.49922 4.87643 3.00243 0 1.12939 2.92431
"ENST00000645440.1" 566.90293 270.11175 238.93029 279.09081 511.51867 230.97371
"ENST00000645444.2" 0 0 0 0 10.83669 0
"ENST00000645453.3" 1.23409 6 4 4 0 3.04906
